varName,varTitle,longDescription
SCFY14N,Number of students in full-year cohort whose residence/tuition rate is unknown,"Student Financial Aid and Student Counts - Full Year Cohort

Unduplicated count of full-time first-time degree\certificate-seeking undergraduate students (2012-13 full-year cohort) whose residence/tuition rate is unknown

Unknown residence - Status used when the reporting institution is unable to determine from existing records the home state or residence of the student.       

Unduplicated count - The sum of students enrolled for credit with each student counted only once during the reporting period, regardless of when the student enrolled.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCFY14P,Percentage of students in full-year cohort whose residence/tuition rate  is unknown,"Student Financial Aid and Student Counts - Full Year Cohort

Percentage of full-time first-time degree\certificate-seeking undergraduate students (2012-13 full-year cohort) whose residence/tuition rate is unknown

Unknown residence - Status used when the reporting institution is unable to determine from existing records the home state or residence of the student.       

Unduplicated count - The sum of students enrolled for credit with each student counted only once during the reporting period, regardless of when the student enrolled.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCFY1N,Number of students in full-year cohort,"Student Financial Aid and Student Counts - Full Year Cohort

Unduplicated count of full-time first-time degree\certificate-seeking undergraduate students (2020-21 full-year cohort).

Unduplicated count - The sum of students enrolled for credit with each student counted only once during the reporting period, regardless of when the student enrolled.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more clock hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCFY1P,Students in full-year cohort as a percentage of all  undergraduates,"Student Financial Aid and Student Counts - Full Year Cohort

Percentage of the total unduplicated count of 
all undergraduates who were full-time, first-time degree/certificate-seeking (2020-21 full-year cohort).

Unduplicated count - The sum of students enrolled for credit with each student counted only once during the reporting period, regardless of when the student enrolled.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student - Undergraduate— A student enrolled for 12 or more semester credits , or 12 or more quarter credits, or 24 or more clock hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCFY2,Total number of undergraduates - full-year cohort,"Student Financial Aid and Student Counts - Full Year Cohort

Total unduplicated count of all undergraduates enrolled.

Unduplicated count - The sum of students enrolled for credit with each student counted only once during the reporting period, regardless of when the student enrolled.

Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate"
SCFY2DG,Total number of degree/certificate-seeking undergraduates - full-year cohort,"Student Financial Aid and Student Counts - Full-year Cohort_x000D_
_x000D_
Total number of degree/certificate-seeking undergraduate students._x000D_
_x000D_
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate._x000D_
_x000D_
Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCFY2ND,Total number of non-degee/non-certificate seeking undergraduates - full-year cohort,"Student Financial Aid and Student Counts - Full-yeal Cohort_x000D_
_x000D_
Total number of non-degree/non-certificate-seeking undergraduate students._x000D_
_x000D_
Non-degree/non-certificate-seeking students - Students enrolled in courses for credit who are not recognized by the institution as seeking a degree or other recognized postsecondayr credential"
SCNLEVEL,Primary function/occupational activity,"Type of full- or part-time staff counted by primary occupation. PRIMARY OCCUPATIONAL ACTIVITY - The principal activity of a staff member as determined by the institution. If an individual participates in two or more activities, the primary activity is normally determined by the amount of time spent in each activity.

FULL-TIME STAFF (EMPLOYEES) 
As defined by the institution. The type of appointment at the snapshot date determines whether an employee is full time or part time. The employee's term of contract is not considered in making the determination of full or part time. 

PART-TIME STAFF(EMPLOYEES) 
As determined by the institution. The type of appointment at the snapshot date determines whether an employee is full time or part time. The employee's term of contract is not considered in making the determination of full or part time. Casual employees (hired on an ad-hoc basis or occasional basis to meet short-term needs) and students in the College Work-Study Program are not considered part-time staff. 


FACULTY 
Persons identified by the institution as such and typically those whose initial assignments are made for the purpose of conducting instruction, research or public service as a principal activity (or activities). They may hold academic rank titles of professor, associate professor, assistant professor, instructor, lecturer or the equivalent of any of those academic ranks. Faculty may also include the chancellor/president, provost, vice provosts, deans, directors or the equivalent, as well as associate deans, assistant deans and executive officers of academic departments (chairpersons, heads or the equivalent) if their principal activity is instruction combined with research and/or public service. The designation as ""faculty"" is separate from the activities to which they may be currently assigned. For example, a newly appointed president of an institution may also be appointed as a faculty member. Graduate, instruction, and research assistants are not included in this category"
SCUGDGSK,Total number of degree/certificate-seeking undergraduate students,"Total number of degree/certificate-seeking undergraduate students - as reported on the student financial aid component_x000D_
_x000D_
The number of degree/certificate-seeking undergraduate students include all students enrolled at an institution as of October 15 (or the institution’s official fall reporting date) for institutions with standard academic terms.  Standard academic terms consist the following calendar systems:semester, quarter, trimester, or 4-1-4._x000D_
_x000D_
For institutions that do not operate on standard academic terms (program reporters) the number of undergraduate students are based on a full year cohort (unduplicated counts) of students enrolled during the 12-month period September 1 through August 31._x000D_
_x000D_
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate_x000D_
Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SCUGFFN,Total number of full-time first-time degree/certificate seeking undergraduates - financial aid cohort,"Total number of full-time first-time degree/certificate-seeking undergraduate students - financial aid cohort

The number of full-time first-time degree/certificate-seeking undergraduate students include all full-time first-time degree/certificate-seeking undergraduate students enrolled at an institution as of October 15 (or the institution’s official fall reporting date) for institutions with standard academic terms.  Standard academic terms consist the following calendar systems:semester, quarter, trimester, or 4-1-4.

For institutions that do not operate on standard academic terms (program reporters) the number of full-time first-time degree/certificate-seeking undergraduate students are based on a full year cohort (unduplicated counts) of students enrolled during the 12-month period September 1 through
August 31."
SCUGFFP,Full-time first-time degree/certificate seeking undergraduates as a percent of all undergraduates - financial aid cohort,"Full-time first-time degree/certificate seeking undergraduates as a percent of all undergraduates - as reported on the student financial aid component

The number of  undergraduate students include all undergraduate students enrolled at an institution as of October 15 (or the institution’s official fall reporting date) for institutions with standard academic terms.  Standard academic terms consist the foliowing calendar systems:semester, quarter, trimester, or 4-1-4

For institutions that do not operate on standard academic terms (program reporters) the number of undergraduate students are based on a full year cohort (unduplicated counts) of students enrolled during the 12-month period September 1 through August 31."
SCUGNDGS,Total number of non-degee/non-certificate seeking undergraduate students,"Total number of non-degree/non-certificate-seeking undergraduate students - as reported on the student financial aid component_x000D_
_x000D_
The number of non-degree/non-certificate-seeking undergraduate students include all students enrolled at an institution as of October 15 (or the institution’s official fall reporting date) for institutions with standard academic terms.  Standard academic terms consist the following calendar systems:semester, quarter, trimester, or 4-1-4._x000D_
_x000D_
For institutions that do not operate on standard academic terms (program reporters) the number of undergraduate students are based on a full year cohort (unduplicated counts) of students enrolled during the 12-month period September 1 through August 31._x000D_
_x000D_
Non-degree/non-certificate-seeking undergraduate students - A student enrolled for credit who is not recognized by the institution as seeking a degree or other recognized postsecondary credential.  Note: High school students enrolled in creditable courses prior to high school graduation are considered non-degree/non-certificate-seeking students."
SCUGRAD,Total number of undergraduates - financial aid cohort,"Total number of undergraduate students - as reported on the student financial aid component

The number of undergraduate students include all undergraduate students enrolled at an institution as of October 15 (or the institution’s official fall reporting date) for institutions with standard academic terms.  Standard academic terms consist the following calendar systems:semester, quarter, trimester, or 4-1-4.

For institutions that do not operate on standard academic terms (program reporters) the number of undergraduate students are based on a full year cohort (unduplicated counts) of students enrolled during the 12-month period September 1 through August 31."
SDOCDEG,Number of students receiving a Doctor's degree,"Number of students receiving Doctor's degree awarded between July 1, 2020 and June 30, 2021 

This variable is derived directly from the completions survey on number of students receiving awards/degrees by award level. Variable is equal to Grand total (CSTOTLT) for Doctor's degree (AWLEVELC=9).

If institution submits data for more than one institution (parent/child) the total awards/degrees are allocated based on factors submitted by the institution.

For more information on allocation factors see Parent/child allocation factor - Completions in the reponse status section.

Doctor's degree - research/scholarship(new classification) - A Ph.D. or other doctor's degree that requires advanced work beyond the master’s level, including the preparation and defense of a dissertation based on original research, or the planning and execution of an original project demonstrating substantial artistic or scholarly achievement. Some examples of this type of degree may include Ed.D., D.M.A., D.B.A., D.Sc., D.A., or D.M, and others, as designated by the awarding institution.

Doctor's degree - professional practice - A doctor's degree that is conferred upon completion of a program providing the knowledge and skills for the recognition, credential, or license required for professional practice. The degree is awarded after a period of study such that the total time to the degree, including both pre-professional and professional preparation, equals at least six full-time equivalent academic years. Some of these degrees were formerly classified as first-professional and may include: Chiropractic (D.C. or D.C.M.); Dentistry (D.D.S. or D.M.D.); Law (L.L.B. or J.D.); Medicine (M.D.); Optometry (O.D.); Osteopathic Medicine (D.O); Pharmacy (Pharm.D.); Podiatry (D.P.M., Pod.D., D.P.); or, Veterinary Medicine (D.V.M.), and others, as designated by the awarding institution."
SECTION,Attendance status of student,Attendance status of student - Defines full and part-time status of student
SECTOR,Sector of institution,"One of nine institutional categories resulting from dividing the universe according to control and level. Control categories are public, private not-for-profit, and private for-profit. Level categories are 4-year and higher (4 year), 2-but-less-than 4-year (2 year), and less than 2-year. For example: public, 4-year institutions.

Control - A classification of whether an institution is operated by publicly elected or appointed officials (public control) or by privately elected or appointed officials and derives its major source of funds from private sources (private control).

Level - A classification of whether an institution’s programs are 4-year or higher (4 year), 2-but-less-than 4-year (2 year), or less than 2-year."
SFAFORM,SFA collection form type,SFA collection form type - identifies survey screens
SFTEBFO,Business and Financial Operations FTE,"Business and Financial Operations FTE = Full-time  Business and Financial Operations (EAPFT,EAPCAT=31000) plus (1/3 of part-time Business and Financial Operations (EAPPT,EAPCAT=31000))

Business and Financial Operations Occupations  - An occupational category based on the major group in the 2018 Standard Occupational Classification (SOC) Manual called “Business and Financial Operations Occupations.” For detailed information refer to the following website: http://www.bls.gov/soc/2010/soc130000.htm."
SFTECES,"Computer, Engineering, and Science FTE","Computer, Engineering, and Science  FTE = Full-time  Computer, Engineering, and Science (EAPFT,EAPCAT=32000) plus (1/3 of part-time Computer, Engineering, and Science  (EAPPT,EAPCAT=32000))

Computer, Engineering, and Science Occupations - An occupational category based on the following three major groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Computer and Mathematical Occupations (http://www.bls.gov/soc/2010/soc150000.htm); 2) Architecture and Engineering Occupations (http://www.bls.gov/soc/2010/soc170000.htm); and 3) Life, Physical, and Social Science Occupations (http://www.bls.gov/soc/2010/soc190000.htm)."
SFTECLAM,"Community Service, Legal, Arts, and Media FTE","Community Service, Legal, Arts, and Media FTE = Full-time  Community Service, Legal, Arts, and Media  (EAPFT,EAPCAT=33000) plus (1/3 of part-time Community Service, Legal, Arts, and Media  (EAPPT,EAPCAT=33000))

Community Service, Legal, Arts, and Media Occupations  - An occupational category based on the following three major groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Community and Social Service Occupations (http://www.bls.gov/soc/2010/soc210000.htm); 2) Legal Occupations (http://www.bls.gov/soc/2010/soc230000.htm); and 3) Arts, Design, Entertainment, Sports, and Media Occupations (http://www.bls.gov/soc/2010/soc270000.htm)."
SFTEHLTH,Healthcare FTE,"Healthcare Practitioners and Technical   FTE = Full-time  Healthcare Practitioners and Technical  (EAPFT,EAPCAT=34000) plus (1/3 of part-time Healthcare Practitioners and Technical   (EAPPT,EAPCAT=34000))

Healthcare Practitioners and Technical Occupations  - An occupational category based on the major group in the 2018 Standard Occupational Classification (SOC) Manual called “Healthcare Practitioners and Technical Occupations.” For detailed information refer to the following website: http://www.bls.gov/soc/2010/soc290000.htm"
SFTEINST,Instructional FTE,"Instruction FTE = Full-time instructional staff (EAPFT,EAPCAT=21000) plus (1/3 of the part-time instructional staff (EAPPT,EAPCAT=21000))

Instructional Staff- An occupational category that consists of the following two functions: 1) ""Instruction"" only and 2) ""Instruction combined with research and/or public service"
SFTELCA,"Librarians, Curators, and Archivists FTE","Librarians, Curators, and Archivists FTE = Full-time Librarians, Curators, and Archivists  (EAPFT,EAPCAT=26000) plus (1/3 of part-time Librarians, Curators, and Archivists (EAPPT,EAPCAT=26000)

Archivists, Curators, and Museum Technicians  - An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Archivists, Curators, and Museum Technicians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254010.htm. 

Librarians - An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Librarians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254020.htm 

Library Technicians  An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Library Technicians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254030.htm."
SFTELCAI,"Librarians, Curators, and Archivists/Student and Academic Affairs and Other Education Services FTE","Librarians, Curators, and Archivists and other teaching and Instructional support FTE is the sum of Librarians, Curators and Archivists FTE and Other teaching and Instructional support FTE

Archivists, Curators, and Museum Technicians  - An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Archivists, Curators, and Museum Technicians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254010.htm. 

Librarians - An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Librarians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254020.htm 

Library Technicians  An occupational category based on the broad occupation in the 2018 Standard Occupational Classification (SOC) Manual called ""Library Technicians.""  For detailed information, refer to the following website: http://www.bls.gov/soc/2010/soc254030.htm.  

Other Teachers and Instructional Support Staff  - An occupational category based on the following three minor groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Pre-school, Primary, Secondary, and Special Education School Teachers (http://www.bls.gov/soc/2010/soc250000.htm#25-2000); 2) Other Teachers and Instructors (http://www.bls.gov/soc/2010/soc250000.htm#25-3000); and 3) Other Education, Training, and Library Occupations (http://www.bls.gov/soc/2010/soc250000.htm#25-9000)."
SFTEMNGM,Management FTE,"Management FTE = Full-time  Management (EAPFT,EAPCAT=30000) plus (1/3 of part-time Management  (EAPPT,EAPCAT=30000) 

Management Occupations  - An occupational category based on the major group in the 2018 Standard Occupational Classification (SOC) Manual called “Management Occupations.” For detailed information refer to the following website: http://www.bls.gov/soc/2010/soc110000.htm."
SFTENRCM,"Natural Resources, Construction, and Maintenance FTE","Natural Resources, Construction, and Maintenance FTE = Full-time Natural Resources, Construction, and Maintenance (EAPFT,EAPCAT=38000) plus (1/3 part-time Natural Resources, Construction, and Maintenance (EAPPT,EAPCAT=38000))

Natural Resources, Construction, and Maintenance Occupations  - An occupational category based on the following three major groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Farming, Fishing, and Forestry Occupations (http://www.bls.gov/soc/2010/soc450000.htm); 2) Construction and Extraction Occupations (http://www.bls.gov/soc/2010/soc470000.htm); and 3) Installation, Maintenance, and Repair Occupations (http://www.bls.gov/soc/2010/soc490000.htm)."
SFTEOFAS,Office and Administrative Support FTE,"Office and Administrative Support FTE = Full-time Office and Administrative Support (EAPFT,EAPCAT=37000) plus (1/3 part-time Office and Administrative Support (EAPPT,EAPCAT=37000))

Office and Administrative Support Occupations - An occupational category based on the major group in the 2018 Standard Occupational Classification (SOC) Manual called “Office and Administrative Support Occupations.” For detailed information refer to the following website: http://www.bls.gov/soc/2010/soc430000.htm."
SFTEOTHR,"Service, sales, office/admin support, natural resources, construction, maintenance, production, transportation & materials moving FTE","Service, sales, office/admin support, natural resources, construction, maintenance, production, transportation & materials moving FTE is the sum of 
Service FTE,
Sales and related FTE,
Office/admin support FTE, 
Natural resources, Construction, Maintenance, Production FTE 
Transportation & Materials Moving FTE"
SFTEOTIS,Student and Academic Affairs and Other Education Services FTE,"Student and Academic Affairs and Other Education Services  FTE = Full-time Other Teachers and Instructional Support  (EAPFT,EAPCAT=27000) plus (1/3 of part-time Other Teachers and Instructional Support  (EAPPT,EAPCAT=27000)

Student and Academic Affairs and Other Education Services  Staff  - An occupational category based on the following three minor groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Pre-school, Primary, Secondary, and Special Education School Teachers (http://www.bls.gov/soc/2010/soc250000.htm#25-2000); 2) Other Teachers and Instructors (http://www.bls.gov/soc/2010/soc250000.htm#25-3000); and 3) Other Education, Training, and Library Occupations (http://www.bls.gov/soc/2010/soc250000.htm#25-9000)."
SFTEPBSV,Public Service FTE,"Public service FTE = Full-time  public service (EAPFT,EAPCAT=23000) plus (1/3 of the part-time  public service (EAPPT,EAPCAT=23000))

Public Service  - An occupational category used to classify persons whose specific assignments customarily are made for the purpose of carrying out public service activities such as agricultural extension services, clinical services, or continuing education. Regardless of title, academic rank, or tenure status, these employees formally spend the majority of their time carrying out public service activities. (This category includes employees with a public service assignment regardless of the location of the assignment (e.g., in the field rather than on campus)."
SFTEPSTC,"Instructional, research and public service FTE","Instructional, research and public serviceFTE is the sum of  instructional, research, and public service FTE

Instructional Staff- An occupational category that consists of the following two functions: 1) ""Instruction"" only and 2) ""Instruction combined with research and/or public service 

Research - An occupational category used to classify persons whose specific assignments customarily are made for the purpose of conducting research. Regardless of title, academic rank, or tenure status, these employees formally spend the majority of their time conducting research 

Public Service  - An occupational category used to classify persons whose specific assignments customarily are made for the purpose of carrying out public service activities such as agricultural extension services, clinical services, or continuing education. Regardless of title, academic rank, or tenure status, these employees formally spend the majority of their time carrying out public service activities. (This category includes employees with a public service assignment regardless of the location of the assignment (e.g., in the field rather than on campus)."
SFTEPTMM,"Production, Transportation, and Material Moving FTE","Production, Transportation, and Material Moving FTE = Full-time Production, Transportation, and Material Moving (EAPFT,EAPCAT=39000) plus (1/3 part-time Production, Transportation, and Material Moving (EAPPT,EAPCAT=39000)

Production, Transportation, and Material Moving Occupations  - An occupational category based on the following two major groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Production Occupations (http://www.bls.gov/soc/2010/soc510000.htm) and 2) Transportation and Material Moving Occupations (http://www.bls.gov/soc/2010/soc530000.htm)."
SFTERSRC,Research FTE,"Research FTE = Full-time postsecondary research teachers  (EAPFT,EAPCAT=22000) plus (1/3 of the part-time postsecondary teachers research (EAPPT,EAPCAT=22000))

Research - An occupational category used to classify persons whose specific assignments customarily are made for the purpose of conducting research. Regardless of title, academic rank, or tenure status, these employees formally spend the majority of their time conducting research"
SFTESALE,Sales and Related FTE,"Sales and Related FTE = Full-time Sales and Related  (EAPFT,EAPCAT=36000) plus (1/3 part-time Sales and Related  (EAPPT,EAPCAT=36000))

Sales and Related Occupations - An occupational category based on the major group in the 2018 Standard Occupational Classification (SOC) Manual called “Sales and Related Occupations.” For detailed information refer to the following website: http://www.bls.gov/soc/2010/soc410000.htm."
SFTESRVC,Service FTE,"Service FTE = Full-time Service (EAPFT,EAPCAT=35000) plus (1/3 part-time Service  (EAPPT,EAPCAT=35000))

Service Occupations - An occupational category based on the following five major groups in the 2018 Standard Occupational Classification (SOC) Manual:  1) Healthcare Support Occupations (http://www.bls.gov/soc/2010/soc310000.htm); 2) Protective Service Occupations (http://www.bls.gov/soc/2010/soc330000.htm); 3) Food Preparation and Serving Related Occupations (http://www.bls.gov/soc/2010/soc350000.htm); 4) Building and Grounds Cleaning and Maintenance Occupations (http://www.bls.gov/soc/2010/soc370000.htm); and 5) Personal Care and Service Occupations (http://www.bls.gov/soc/2010/soc390000.htm)."
SFTETOTL,Total FTE staff,"Total FTE staff is the sum of all FTE staff by occupational category. FTE for each of the occupational categories is derived by adding full-time staff  headcount to 1/3 of the part-time headcount for each occupational category.  For more detail see each of the occupational categories. Categories include:

Instructional, research and public service FTE
---Instructional FTE
---Research FTE
--- Public Service FTE
Librarians, Curators, and Archivists/Student and Academic Affairs and Other Education Services FTE
---Librarians, Curators, and Archivists FTE
---Student and Academic Affairs and Other Education Services FTE
Management FTE
Business and Financial Operations FTE
Computer, Engineering, and Science FTE
Community Service, Legal, Arts, and Media FTE
Healthcare FTE
Service, sales, office/admin support, natural resources, construction, maintenance, production, transportation & materials moving FTE
---Service FTE
---Sales and Related FTE
---Office and Administrative Support FTE
---Natural Resources, Construction, and Maintenance FTE
---Production, Transportation, and Material Moving FTE"
SGRNT_A,Average amount of state/local grant aid awarded to full-time first-time undergraduates,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Average amount of state/local grants (grants/scholarships/waivers) received by full-time, first-time degree/certificate-seeking undergraduate students.

State and local government grants - State and local monies awarded to the institution under state and local student aid programs, including the state portion of State Student Incentives Grants (SSIG). 
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SGRNT_N,Number of full-time first-time undergraduates awarded state/local grant aid,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Number of full-time, first-time degree/certificate-seeking undergraduate students who received state/local grants (grants/scholarships/waivers).

State and local government grants - State and local monies awarded to the institution under state and local student aid programs, including the state portion of State Student Incentives Grants (SSIG). 
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SGRNT_P,Percent of full-time first-time undergraduates awarded state/local grant aid,"Note: Perturbation procedures were applied to these data to protect against disclosure of individual information.

Student Financial Aid and Student Counts - Financial Aid

Percentage of full-time, first-time degree/certificate-seeking undergraduate students who received state/local grants (grants/scholarships/waivers).

State and local government grants - State and local monies awarded to the institution under state and local student aid programs, including the state portion of State Student Incentives Grants (SSIG). 
 
Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term.        

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs."
SGRNT_T,Total amount of state/local grant aid awarded to full-time first-time undergraduates,"Total amount of state/local grants (grants/scholarships/waivers) awarded to full-time, first-time degree/certificate-seeking undergraduate students. 

State and local government grants - State and local monies awarded to the institution under state and local student aid programs, including the state portion of State Student Incentives Grants (SSIG). 


Undergraduate - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate 

Full-time student (Undergraduate) — A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term. 

First-time student (undergraduate) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs . Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 

Degree/certificate-seeking students - Students enrolled in courses for credit who are recognized by the institution as seeking a degree or other formal award. At the undergraduate level, this is intended to include students enrolled in vocational or occupational programs"
SGTYPE,Old new hire categories that are consitent with new codes,Original function code on survey form
SISASCP,Associate professors,"A status designated by the institution according to the institution's policies. The IPEDS HR survey includes the ranks of Professor, Associate Professor, Assistant Professor, Instructor, and Lecturer."
SISASTP,Assistant professors,"A status designated by the institution according to the institution's policies. The IPEDS HR survey includes the ranks of Professor, Associate Professor, Assistant Professor, Instructor, and Lecturer."
